station,time,From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WS,WD,SR,BP,AT,RF,TOT-RF,latitude,longitude
"Okhla Phase-2, Delhi - DPCC",2022-01-04 23:30:00,2022-01-04 23:00:00,2022-01-05 00:00:00,414.25,721.0,389.4,98.1,369.55,78.47,18.05,7.17,6.17,,218.8,65.7,0.62,63.55,4.1,992.62,15.48,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 00:30:00,2022-01-05 00:00:00,2022-01-05 01:00:00,390.0,680.75,,110.12,,78.57,19.4,4.0,7.72,,228.0,68.12,0.57,139.28,4.12,992.38,14.95,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 01:30:00,2022-01-05 01:00:00,2022-01-05 02:00:00,342.25,579.75,437.7,85.27,458.27,69.4,18.57,3.35,11.5,,194.88,70.53,0.7,148.82,4.12,992.23,14.52,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 02:30:00,2022-01-05 02:00:00,2022-01-05 03:00:00,342.0,517.5,365.38,80.62,340.38,69.75,15.55,1.98,13.15,15.37,176.57,70.9,0.5,152.4,4.1,992.12,14.38,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 03:30:00,2022-01-05 03:00:00,2022-01-05 04:00:00,348.75,505.75,488.55,81.88,448.9,67.78,16.62,2.15,6.42,14.73,169.48,73.85,0.43,156.28,4.15,991.7,13.95,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 04:30:00,2022-01-05 04:00:00,2022-01-05 05:00:00,383.0,584.0,419.37,77.22,400.27,75.95,15.98,1.52,6.48,14.57,170.22,74.55,0.35,125.12,4.1,991.22,13.8,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 05:30:00,2022-01-05 05:00:00,2022-01-05 06:00:00,397.25,567.25,426.25,71.8,436.4,83.88,15.97,1.7,7.82,15.17,175.07,75.03,0.4,82.85,4.15,991.23,13.78,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 06:30:00,2022-01-05 06:00:00,2022-01-05 07:00:00,401.33,603.0,370.58,78.42,343.65,95.42,13.57,2.35,28.0,15.22,169.93,73.5,0.5,76.03,4.17,991.7,14.05,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 07:30:00,2022-01-05 07:00:00,2022-01-05 08:00:00,432.25,642.25,261.62,79.38,255.4,92.23,11.8,1.9,26.57,14.85,170.12,73.0,0.53,71.67,5.97,992.58,14.38,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 08:30:00,2022-01-05 08:00:00,2022-01-05 09:00:00,496.5,690.0,213.23,82.25,217.3,92.7,10.8,1.88,20.05,14.6,181.65,74.78,0.25,244.4,11.82,993.42,14.45,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 09:30:00,2022-01-05 09:00:00,2022-01-05 10:00:00,512.75,712.75,250.6,78.17,245.95,84.38,11.85,2.3,15.0,14.72,183.5,78.92,0.82,265.0,18.45,994.5,14.35,0.12,0.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 10:30:00,2022-01-05 10:00:00,2022-01-05 11:00:00,463.5,634.0,213.85,92.03,223.43,77.5,11.97,2.25,14.35,13.25,163.6,79.32,0.57,232.38,42.08,994.75,14.65,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 11:30:00,2022-01-05 11:00:00,2022-01-05 12:00:00,414.0,548.5,161.42,103.2,186.4,79.47,11.03,1.53,8.15,11.57,163.32,78.93,0.65,212.0,42.93,994.35,15.08,0.12,0.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 12:30:00,2022-01-05 12:00:00,2022-01-05 13:00:00,383.5,489.75,142.15,124.07,182.17,78.82,10.23,2.05,7.35,10.5,175.62,78.62,0.93,252.97,38.7,993.55,14.9,0.12,0.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 13:30:00,2022-01-05 13:00:00,2022-01-05 14:00:00,396.25,509.25,34.92,99.95,81.65,87.52,7.67,1.08,7.17,11.57,149.38,79.83,0.72,276.38,31.95,992.15,14.47,0.25,1.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 14:30:00,2022-01-05 14:00:00,2022-01-05 15:00:00,357.25,454.5,18.38,91.73,63.73,92.33,5.88,0.67,6.8,10.43,140.68,79.97,1.03,268.95,22.27,991.15,13.9,0.12,0.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 15:30:00,2022-01-05 15:00:00,2022-01-05 16:00:00,232.25,301.25,7.68,59.08,37.73,79.55,4.6,0.28,10.07,7.85,103.45,78.05,1.38,289.75,20.82,990.23,12.75,0.12,0.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 16:30:00,2022-01-05 16:00:00,2022-01-05 17:00:00,101.25,143.75,6.75,57.23,36.42,74.5,4.4,0.08,10.28,5.95,80.03,78.33,0.88,284.65,9.6,990.17,12.7,0.12,0.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 17:30:00,2022-01-05 17:00:00,2022-01-05 18:00:00,98.25,135.0,8.57,59.57,38.9,67.3,5.12,0.33,10.47,5.88,91.15,77.97,1.53,143.22,4.9,990.45,13.43,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 18:30:00,2022-01-05 18:00:00,2022-01-05 19:00:00,157.75,204.0,5.8,58.58,35.95,61.1,6.4,1.17,12.1,6.88,83.5,77.45,1.77,167.35,4.17,990.6,13.72,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 19:30:00,2022-01-05 19:00:00,2022-01-05 20:00:00,215.75,275.0,5.17,52.85,32.35,59.8,9.12,1.32,12.8,7.7,77.25,77.42,2.08,91.1,4.18,991.05,13.88,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 20:30:00,2022-01-05 20:00:00,2022-01-05 21:00:00,238.5,299.0,4.93,47.08,29.05,60.6,9.47,1.28,13.23,7.83,61.35,79.3,2.0,3.05,4.12,991.33,13.62,0.12,0.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 21:30:00,2022-01-05 21:00:00,2022-01-05 22:00:00,227.5,286.75,4.15,41.78,25.6,64.02,8.75,1.12,14.53,7.58,50.45,78.98,1.45,180.83,4.15,991.65,13.62,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 22:30:00,2022-01-05 22:00:00,2022-01-05 23:00:00,183.75,230.5,12.7,46.15,34.83,64.58,7.35,0.9,6.75,6.2,36.75,80.38,0.67,70.62,4.2,992.68,13.6,0.12,0.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-05 23:30:00,2022-01-05 23:00:00,2022-01-06 00:00:00,131.0,165.25,37.12,51.9,57.92,61.67,7.17,0.83,4.6,4.85,29.57,81.25,0.88,21.98,4.15,992.67,13.18,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 00:30:00,2022-01-06 00:00:00,2022-01-06 01:00:00,107.25,141.25,24.7,48.45,45.92,63.4,7.1,0.65,6.12,4.4,34.2,80.5,0.88,173.8,4.17,992.1,13.23,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 01:30:00,2022-01-06 01:00:00,2022-01-06 02:00:00,99.75,128.25,11.07,42.65,31.65,54.92,10.38,0.5,6.97,4.23,38.55,79.72,1.12,94.65,4.1,991.83,13.3,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 02:30:00,2022-01-06 02:00:00,2022-01-06 03:00:00,100.0,124.25,7.55,40.05,27.43,49.8,12.05,0.5,7.92,3.43,26.73,80.75,0.9,245.15,4.12,991.62,13.25,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 03:30:00,2022-01-06 03:00:00,2022-01-06 04:00:00,101.0,136.75,3.42,32.35,20.03,49.45,11.73,0.58,9.3,4.05,37.4,81.65,0.8,314.82,4.12,991.4,13.45,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 04:30:00,2022-01-06 04:00:00,2022-01-06 05:00:00,134.75,182.5,4.15,34.17,21.55,50.58,11.75,0.8,8.85,4.53,51.75,82.83,0.77,319.88,4.1,991.3,13.4,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 05:30:00,2022-01-06 05:00:00,2022-01-06 06:00:00,178.0,245.75,3.1,33.75,20.5,56.8,11.15,0.97,9.38,6.58,45.3,82.78,0.57,310.25,4.1,991.83,13.45,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 06:30:00,2022-01-06 06:00:00,2022-01-06 07:00:00,207.25,277.75,3.3,36.62,22.17,63.5,9.77,1.02,11.27,7.0,47.33,82.88,0.75,289.68,4.17,992.57,13.55,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 07:30:00,2022-01-06 07:00:00,2022-01-06 08:00:00,237.75,311.25,4.22,37.3,23.25,65.23,10.5,1.08,10.5,7.3,35.1,82.28,0.98,331.77,8.07,993.35,13.7,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 08:30:00,2022-01-06 08:00:00,2022-01-06 09:00:00,198.0,246.5,5.62,35.7,23.58,63.8,10.9,1.1,10.42,6.88,32.5,81.15,1.42,173.47,35.35,993.85,14.12,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 09:30:00,2022-01-06 09:00:00,2022-01-06 10:00:00,183.25,224.5,6.45,31.28,21.9,57.65,11.95,1.12,11.17,6.93,33.33,78.53,1.23,237.75,65.2,994.4,14.82,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 10:30:00,2022-01-06 10:00:00,2022-01-06 11:00:00,156.75,199.0,6.52,27.9,20.15,53.15,12.98,0.95,19.93,5.85,36.55,72.45,1.93,180.52,126.72,994.23,16.32,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 11:30:00,2022-01-06 11:00:00,2022-01-06 12:00:00,123.75,169.0,4.6,26.77,18.0,50.17,13.37,0.8,24.45,4.75,29.05,67.75,2.25,92.02,170.15,993.35,17.78,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 12:30:00,2022-01-06 12:00:00,2022-01-06 13:00:00,103.75,156.75,4.22,25.2,16.85,49.0,14.23,0.73,30.1,4.22,32.2,64.05,1.55,254.5,271.88,992.02,19.25,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 13:30:00,2022-01-06 13:00:00,2022-01-06 14:00:00,85.75,137.0,3.0,23.23,14.8,51.78,11.28,0.53,40.15,4.12,30.82,60.1,1.0,223.12,179.17,990.75,20.17,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 14:30:00,2022-01-06 14:00:00,2022-01-06 15:00:00,68.5,112.25,6.55,39.1,26.23,53.95,9.12,0.65,28.98,2.93,25.32,63.33,2.17,15.73,60.15,990.93,18.85,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 15:30:00,2022-01-06 15:00:00,2022-01-06 16:00:00,64.0,130.5,5.0,38.15,24.38,56.9,8.97,0.65,26.32,3.75,34.7,64.82,1.57,81.28,52.45,990.62,18.75,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 16:30:00,2022-01-06 16:00:00,2022-01-06 17:00:00,65.25,142.75,13.82,52.5,39.17,51.52,8.9,0.82,15.7,3.7,39.05,66.67,1.62,9.15,30.27,990.72,18.3,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 17:30:00,2022-01-06 17:00:00,2022-01-06 18:00:00,72.5,161.0,9.05,50.57,34.27,51.5,10.15,0.83,10.77,3.98,55.88,69.75,0.78,333.77,14.35,990.55,17.5,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 18:30:00,2022-01-06 18:00:00,2022-01-06 19:00:00,90.5,180.25,12.35,51.1,37.17,49.82,11.13,1.23,5.53,5.97,88.17,73.85,0.8,333.7,4.12,991.25,16.5,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 19:30:00,2022-01-06 19:00:00,2022-01-06 20:00:00,111.25,198.75,16.45,48.77,39.33,44.58,10.97,1.27,5.85,6.12,78.95,73.3,1.08,178.65,4.12,991.52,16.23,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 20:30:00,2022-01-06 20:00:00,2022-01-06 21:00:00,114.0,196.0,28.43,50.75,50.25,47.7,11.75,1.5,3.85,6.28,78.07,76.88,0.38,252.1,4.15,991.8,15.38,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 21:30:00,2022-01-06 21:00:00,2022-01-06 22:00:00,134.75,221.0,37.03,52.0,57.83,49.55,10.57,1.52,4.52,8.05,83.62,75.17,0.57,177.65,4.1,992.23,15.8,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 22:30:00,2022-01-06 22:00:00,2022-01-06 23:00:00,124.25,223.0,19.95,47.2,41.28,53.93,9.15,1.08,6.38,6.73,63.27,74.07,0.85,249.78,4.15,992.2,15.85,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-06 23:30:00,2022-01-06 23:00:00,2022-01-07 00:00:00,115.0,184.25,9.52,39.35,28.75,53.93,8.1,0.7,8.88,5.08,37.55,73.95,2.47,11.6,4.1,991.92,15.72,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 00:30:00,2022-01-07 00:00:00,2022-01-07 01:00:00,93.25,152.0,4.83,28.6,19.15,54.65,7.9,0.67,15.88,3.78,22.85,75.4,1.5,90.78,4.1,991.4,15.43,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 01:30:00,2022-01-07 01:00:00,2022-01-07 02:00:00,89.5,133.5,3.32,25.67,16.35,52.7,9.33,0.57,14.82,3.6,20.07,76.7,1.7,175.2,4.12,991.18,15.22,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 02:30:00,2022-01-07 02:00:00,2022-01-07 03:00:00,83.25,131.5,1.73,19.23,11.62,48.15,11.18,0.5,20.12,3.12,14.4,78.5,1.35,350.72,4.12,990.65,15.1,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 03:30:00,2022-01-07 03:00:00,2022-01-07 04:00:00,77.25,125.5,2.7,23.15,14.53,46.17,11.1,0.43,18.5,2.75,11.03,78.85,1.95,94.17,4.12,990.43,15.03,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 04:30:00,2022-01-07 04:00:00,2022-01-07 05:00:00,74.25,111.75,1.8,21.08,12.65,45.58,10.85,0.43,20.33,2.73,8.7,79.5,1.8,91.25,4.1,990.2,14.97,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 05:30:00,2022-01-07 05:00:00,2022-01-07 06:00:00,72.25,112.5,2.98,26.3,16.45,48.75,10.28,0.5,16.98,2.88,8.82,80.28,2.35,14.63,4.12,990.7,15.0,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 06:30:00,2022-01-07 06:00:00,2022-01-07 07:00:00,76.0,123.5,7.35,33.77,23.98,52.4,9.2,0.72,11.88,2.85,9.25,81.58,3.08,18.43,4.1,991.58,14.88,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 07:30:00,2022-01-07 07:00:00,2022-01-07 08:00:00,87.25,147.5,13.65,28.93,26.45,55.35,10.05,0.85,10.2,3.47,10.8,81.72,3.8,20.35,5.53,992.25,14.75,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 08:30:00,2022-01-07 08:00:00,2022-01-07 09:00:00,92.75,162.75,22.18,32.8,35.5,56.07,10.9,1.08,6.47,4.15,15.1,81.5,3.33,19.3,16.4,992.82,14.83,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 09:30:00,2022-01-07 09:00:00,2022-01-07 10:00:00,89.75,166.75,24.9,32.83,37.77,52.75,11.12,1.3,6.68,4.38,24.93,78.58,3.2,16.25,48.02,993.67,15.45,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 10:30:00,2022-01-07 10:00:00,2022-01-07 11:00:00,89.0,161.0,21.77,32.97,35.3,48.17,13.07,1.28,10.57,4.6,32.48,74.15,3.8,18.2,102.88,994.0,16.75,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 11:30:00,2022-01-07 11:00:00,2022-01-07 12:00:00,76.75,150.25,15.53,31.72,29.5,45.65,12.77,1.1,15.35,4.02,31.15,70.57,3.42,22.8,130.17,993.53,17.77,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 12:30:00,2022-01-07 12:00:00,2022-01-07 13:00:00,68.5,139.5,16.92,31.68,30.6,45.4,13.3,0.85,12.6,3.83,37.2,72.85,3.65,22.05,96.97,992.85,17.5,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 13:30:00,2022-01-07 13:00:00,2022-01-07 14:00:00,72.0,145.75,15.92,32.12,30.0,47.35,8.35,0.8,15.65,3.72,37.67,72.65,3.55,29.25,121.4,992.2,17.62,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 14:30:00,2022-01-07 14:00:00,2022-01-07 15:00:00,65.0,130.0,9.03,34.1,25.58,47.43,6.9,0.67,26.45,3.12,25.95,67.75,3.35,19.1,125.33,991.53,18.88,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 15:30:00,2022-01-07 15:00:00,2022-01-07 16:00:00,48.0,114.75,8.62,39.9,28.23,49.33,6.93,0.68,22.27,2.88,38.33,69.25,2.77,18.05,38.07,991.1,18.25,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 16:30:00,2022-01-07 16:00:00,2022-01-07 17:00:00,32.25,95.0,9.57,42.67,30.5,48.98,6.42,0.65,22.08,2.55,40.5,69.28,2.35,12.78,30.4,991.0,18.38,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 17:30:00,2022-01-07 17:00:00,2022-01-07 18:00:00,35.0,105.25,49.05,55.8,69.8,42.73,6.95,1.27,5.7,3.45,47.45,73.33,1.43,19.5,7.1,991.25,17.62,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 18:30:00,2022-01-07 18:00:00,2022-01-07 19:00:00,57.5,152.0,38.07,55.15,60.28,47.7,10.03,1.2,4.0,5.67,84.7,75.15,1.15,178.55,4.15,991.65,17.55,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 19:30:00,2022-01-07 19:00:00,2022-01-07 20:00:00,78.75,164.25,10.5,40.65,30.17,46.42,9.7,0.85,9.53,5.8,71.08,75.22,1.48,267.62,4.15,991.8,17.43,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 20:30:00,2022-01-07 20:00:00,2022-01-07 21:00:00,69.25,129.75,5.55,33.93,22.57,43.45,9.5,0.62,13.43,4.72,53.92,75.17,1.62,177.75,4.1,991.9,17.03,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 21:30:00,2022-01-07 21:00:00,2022-01-07 22:00:00,53.0,102.5,3.77,32.7,20.45,43.67,8.9,0.45,14.65,3.7,44.53,75.95,1.27,343.77,4.1,992.1,16.75,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 22:30:00,2022-01-07 22:00:00,2022-01-07 23:00:00,53.5,92.25,3.53,32.5,20.15,45.65,7.08,0.33,17.48,3.55,38.17,75.03,0.95,240.77,4.15,991.9,17.05,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-07 23:30:00,2022-01-07 23:00:00,2022-01-08 00:00:00,46.0,84.25,2.7,26.82,16.47,48.12,6.65,0.2,23.5,2.8,29.58,74.15,1.05,337.52,4.12,991.05,17.38,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 00:30:00,2022-01-08 00:00:00,2022-01-08 01:00:00,47.0,82.0,3.12,28.48,17.73,49.45,7.03,0.62,17.02,2.15,20.92,77.58,1.05,343.38,4.12,990.92,16.8,0.12,0.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 01:30:00,2022-01-08 01:00:00,2022-01-08 02:00:00,49.0,72.0,2.77,23.55,14.77,47.1,10.03,0.6,18.77,2.62,29.77,80.35,1.02,299.2,4.1,990.0,16.2,0.12,0.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 02:30:00,2022-01-08 02:00:00,2022-01-08 03:00:00,52.5,77.25,2.4,19.7,12.45,44.58,12.1,0.53,22.1,2.05,22.15,80.5,0.78,312.52,4.1,989.83,16.17,0.62,2.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 03:30:00,2022-01-08 03:00:00,2022-01-08 04:00:00,67.0,95.0,5.28,33.6,22.12,41.98,12.32,0.6,8.35,2.22,19.2,82.55,0.43,282.7,4.17,990.48,16.03,2.5,10.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 04:30:00,2022-01-08 04:00:00,2022-01-08 05:00:00,49.0,69.5,3.23,23.42,15.15,40.98,12.12,0.55,17.85,2.35,24.43,83.4,1.1,287.8,4.1,989.83,15.78,2.38,9.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 05:30:00,2022-01-08 05:00:00,2022-01-08 06:00:00,38.75,54.5,2.03,23.3,14.05,42.73,11.75,0.5,16.27,2.05,20.97,83.45,0.97,275.48,4.1,989.8,15.75,1.0,4.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 06:30:00,2022-01-08 06:00:00,2022-01-08 07:00:00,37.5,53.0,3.02,31.62,19.25,46.55,9.5,0.7,12.3,2.42,45.45,83.9,0.97,274.27,4.1,990.92,15.75,1.62,6.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 07:30:00,2022-01-08 07:00:00,2022-01-08 08:00:00,45.25,61.0,3.3,32.25,19.82,49.4,7.33,0.7,11.68,2.55,38.4,84.03,0.9,286.98,5.15,991.53,15.62,1.0,4.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 08:30:00,2022-01-08 08:00:00,2022-01-08 09:00:00,45.75,56.75,2.95,27.05,16.77,50.55,6.73,0.75,14.03,2.58,31.25,84.1,1.17,245.38,9.85,992.27,15.6,0.38,1.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 09:30:00,2022-01-08 09:00:00,2022-01-08 10:00:00,42.25,50.75,4.47,25.9,17.43,47.85,6.75,0.8,14.48,2.68,24.05,84.03,1.55,251.78,20.23,993.12,15.7,0.75,3.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 10:30:00,2022-01-08 10:00:00,2022-01-08 11:00:00,37.0,47.5,4.1,23.95,16.08,44.83,8.8,0.8,14.0,2.82,26.85,83.92,1.18,332.3,26.5,994.05,15.65,1.0,4.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 11:30:00,2022-01-08 11:00:00,2022-01-08 12:00:00,44.75,57.5,4.88,24.38,16.95,42.25,8.97,0.77,12.28,3.0,22.07,83.7,1.12,299.7,28.23,993.58,15.8,0.38,1.5,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 12:30:00,2022-01-08 12:00:00,2022-01-08 13:00:00,43.25,59.25,6.72,26.7,19.68,41.17,8.97,0.7,10.45,3.23,31.38,83.22,1.12,297.12,47.23,992.78,15.97,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 13:30:00,2022-01-08 13:00:00,2022-01-08 14:00:00,48.75,68.25,5.4,28.35,19.5,43.18,8.75,0.73,12.88,3.38,35.65,82.5,1.03,306.42,25.62,991.9,15.92,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 14:30:00,2022-01-08 14:00:00,2022-01-08 15:00:00,46.5,66.5,4.95,28.17,19.02,45.45,7.38,0.77,12.2,3.65,33.27,81.78,0.97,304.12,21.25,991.33,15.97,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 15:30:00,2022-01-08 15:00:00,2022-01-08 16:00:00,50.75,68.0,4.4,26.97,17.97,48.1,7.4,0.7,15.75,3.8,37.08,79.67,1.2,303.77,37.12,991.05,16.15,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 16:30:00,2022-01-08 16:00:00,2022-01-08 17:00:00,48.5,68.25,3.03,24.35,15.4,48.4,7.22,0.7,19.75,3.25,31.53,78.33,1.07,304.23,18.3,990.85,16.4,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 17:30:00,2022-01-08 17:00:00,2022-01-08 18:00:00,45.0,70.0,2.17,23.4,14.22,47.22,7.93,0.7,18.2,3.02,31.07,78.85,0.98,332.3,5.4,990.98,16.55,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 18:30:00,2022-01-08 18:00:00,2022-01-08 19:00:00,46.0,69.25,1.93,20.0,12.23,44.58,7.87,0.62,21.12,3.02,28.27,79.42,1.32,311.93,4.1,990.88,16.38,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 19:30:00,2022-01-08 19:00:00,2022-01-08 20:00:00,39.0,57.25,2.1,16.6,10.57,41.38,6.47,0.6,21.55,2.58,21.2,79.67,1.27,322.2,4.1,991.15,16.33,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 20:30:00,2022-01-08 20:00:00,2022-01-08 21:00:00,35.75,53.0,1.88,15.52,9.78,39.2,7.28,0.5,22.85,2.42,24.03,80.2,1.73,352.62,4.1,991.42,16.2,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-08 21:30:00,2022-01-08 21:00:00,2022-01-08 22:00:00,34.75,45.25,1.75,16.98,10.45,39.2,6.5,0.5,24.75,2.27,23.42,81.97,1.62,266.3,4.1,991.48,15.78,0.0,0.0,28.530785,77.271255
